cMVAv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "0.846975+-0.703556*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.16253+1.28799*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.18889+-0.671263*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.14432+-0.430803*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.928494+0.173322*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.9455+0.13884*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.743585+0.479224*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "1.60286+-0.760361*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.856619+0.180444*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.13298+0.990607*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "5.57199+-4.73587*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-3.25388+4.42815*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "8.62369+-7.73526*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "-0.883694+1.86913*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.998366"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.4536"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "0.0389516+-1.55365*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.953548+-0.23531*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.18916+0.233701*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.04541+-0.201441*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.06995+-0.046515*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.0761+-0.503374*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.09267+-0.592782*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.826231+0.153025*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.53404+0.745466*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "1.13788+-0.27248*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "1.34599+-0.572683*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "1.26286+-0.467883*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.798349+0.0521682*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "2.19345+-1.41667*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-1.21195+2.1192*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "5.18799+-4.43475*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "4.57832+-3.81886*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.751665"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "0.116253"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "4.44684+4.75854*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "1.31955+0.250722*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.45798+0.526304*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.09066+-0.585628*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.3419+1.00001*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.36704+-0.868791*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.2788+-0.392721*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "1.10228+0.101388*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.880395+0.551272*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.847473+0.606772*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "2.05885+-1.14074*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "1.11159+0.0534791*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.425816+0.821254*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "6.50091+-5.57493*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-3.33957+4.64258*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "7.95491+-6.92371*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "2.56562+-1.47943*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.882092"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.12409"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "0.794623+-0.540626*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.842525+-0.471577*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.10483+0.0505694*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "0.926491+-0.489266*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.08989+0.541991*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.1078+-0.789651*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.02793+-0.358724*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.886936+0.0359463*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.750554+0.31247*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.721155+0.362031*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "1.60209+-0.908797*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.906135+-0.031392*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.402883+0.532034*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "4.90152+-4.20437*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-2.49081+3.47119*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "5.97373+-5.19706*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "2.01803+-1.20099*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.712009"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.18495"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "1.2975+0.133552*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.920668+-0.409623*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.15473+0.056309*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "0.950858+-0.560829*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.12771+0.555292*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.1466+-0.849638*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.0655+-0.412083*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.934328+-0.0449056*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.739088+0.350958*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.719311+0.384298*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "1.63939+-0.942994*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.873762+0.0222453*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.833188+0.0676711*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "4.45608+-3.7467*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-3.0135+4.00907*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "5.12458+-4.32486*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "1.56889+-0.73289*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.839426"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.07251"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "1.33435+0.297109*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.900898+-0.32768*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.15618+0.180499*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "0.949374+-0.445526*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.12447+0.659533*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.14347+-0.752682*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.0624+-0.315316*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.901412+0.135315*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.799339+0.342276*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.759319+0.40974*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "1.69578+-0.941187*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.997412+-0.0607412*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "-0.0198758+1.07818*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "5.8042+-5.05371*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-2.2122+3.26982*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "7.38866+-6.56208*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "2.62329+-1.74809*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.875071"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.08672"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "1.44201+0.401746*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.916448+-0.355815*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.14532+0.0997881*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "0.941306+-0.51778*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.11972+0.608237*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.13843+-0.782577*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.05561+-0.335759*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.894992+0.113844*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.782709+0.341505*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.740482+0.41269*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "1.66331+-0.918568*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.968231+-0.0422697*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "-0.0249671+1.06969*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "5.69872+-4.95652*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-2.21317+3.2585*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "7.2774+-6.46046*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "2.57591+-1.711*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.865725"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.17162"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "1.1866+0.0242652*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.904938+-0.381732*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.16583+0.13762*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "0.959135+-0.488077*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.1326+0.606659*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.15179+-0.820113*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.07248+-0.392258*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.94129+-0.0250277*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.755416+0.351846*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.738144+0.380962*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "1.672+-0.966202*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.902207+0.00428613*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.848561+0.0643468*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "4.54814+-3.83076*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-3.022+4.02942*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "5.21164+-4.40237*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "1.6049+-0.758832*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.848612"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.20324"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "-0.319078+-1.68295*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "1.02562+0.255356*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.04417+0.292274*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "0.961878+0.0431704*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.0051+0.315973*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.01556+-0.461338*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.04616+-0.626447*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "1.06078+-0.667375*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "1.08124+-0.708855*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "1.13204+-0.79449*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "1.16576+-0.843129*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "1.26423+-0.967277*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "1.5658+-1.3049*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "1.07004+-0.782943*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "1.25239+-0.972279*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "-0.0971064+0.409694*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "3.47135+-3.19517*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.265634"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -1.1, -0.90455, "0"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "8.76284+9.68751*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "2.34614+0.438212*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "2.03124+-0.188626*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.83698+-0.776669*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.45346+-3.19715*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.39081+1.4611*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.29388+1.98402*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "1.24757+2.11365*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "1.18278+2.24502*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "1.0219+2.51623*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "0.915113+2.67028*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.603236+3.06346*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "-0.351858+4.13276*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "1.21826+2.47966*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "0.640736+3.07931*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "4.91473+-1.29754*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "-6.38692+10.1194*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 1.0033, 1.1, "3.76589"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -1.1, -0.90455, "0.990359"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "0.990359+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.990359+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "0.990359+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "0.990359+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.32558+2.11561*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.3792+-1.87111*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.26074+-1.23199*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "1.00142+-0.506127*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.654617+0.197051*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.308371+0.780742*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "-0.180364+1.48578*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "-0.871583+2.35721*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "-1.78244+3.37698*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "-1.41729+2.99253*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-2.0429+3.64212*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "-0.384327+1.94363*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "-4.86658+6.47161*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 1.0033, 1.1, "1.62639"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.00983"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "1.00983+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "1.00983+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.00983+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.00983+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "0.668021+-2.15721*x"
